fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging,
6/ A full Flynn-Putin meeting in December 2015 means by then (at the latest) Putin knows Trump is on board with Flynn's secret (illegal) prospective negotiation of a US foreign policy under Trump. *That meeting* further induces Putin to commit crimes against America to aid Trump.,280,46,1,18,16,1,0,0,0,0,,"{""NP"": {""CD"": 2, ""DT#JJ#JJ#NN"": 1, ""NNP#CD"": 1, ""RB"": 1, ""DT#JJS"": 1, ""NP#PRN"": 1, ""NNP#POS"": 1, ""NP#JJ#PRN#JJ#NN"": 1, ""DT#NNP#JJ#NN"": 1, ""NP#PP#PP"": 1, ""NP#SBAR"": 1, ""NP#ADVP"": 1}, ""PRN"": {""-LRB-#PP#-RRB-"": 1, ""-LRB-#ADJP#-RRB-"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBZ#PP#PP"": 1, ""VBZ#SBAR"": 1, ""VBZ#PP"": 1, ""VB#NP#S"": 1, ""VBZ#S"": 1}, ""S"": {""X#NP#VP#."": 1}, ""SBAR"": {""S"": 2}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}, ""X"": {""SYM"": 1}, ""ADVP"": {""NP#RBR"": 1}}",0.0,0.951,0.049,"{"","": 9, ""D"": 4, ""A"": 7, ""^"": 9, ""V"": 7, ""P"": 10, ""$"": 1, ""R"": 1, ""N"": 5, ""Z"": 1}","['{"","": 9, ""D"": 4, ""A"": 7, ""^"": 9, ""V"": 7, ""P"": 10, ""$"": 1, ""R"": 1, ""N"": 5, ""Z"": 1}']"
"5/ So Flynn talks Mideast policy with Trump as an adviser in 2015. He's simultaneously talking Mideast policy with Saudi Arabia, Israel, Egypt. His plan involves Russia. He meets with Kislyak, then Putin, then formally joins Trump's campaign. Trump has adopted Flynn's policies.",278,43,1,15,16,1,0,0,0,0,,"{""NP"": {""CD"": 2, ""JJ#NN"": 2, ""NNP#,#NNP"": 1, ""NP#,#NP"": 1, ""NP#,#FRAG"": 1, ""NNP#POS"": 2, ""NP#NN"": 1, ""NP#NNS"": 1}, ""VP"": {""VBZ#NP#PP"": 1, ""VBG#NP#PP"": 1, ""VBZ#ADVP#VP"": 1, ""VBZ#NP"": 2, ""VBZ#PP"": 1, ""VBN#NP"": 1, ""VBZ#VP"": 1}, ""S"": {""CC#NP#VP"": 1, ""S#,#RB#S#."": 1}, ""FRAG"": {""NP#:#S#."": 1, ""RB#ADVP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{"","": 10, ""P"": 6, ""^"": 10, ""V"": 7, ""A"": 2, ""N"": 6, ""D"": 2, ""$"": 1, ""L"": 1, ""R"": 4, ""O"": 1, ""Z"": 2}","['{"","": 10, ""P"": 6, ""^"": 10, ""V"": 7, ""A"": 2, ""N"": 6, ""D"": 2, ""$"": 1, ""L"": 1, ""R"": 4, ""O"": 1, ""Z"": 2}']"
4/ Remember too that at its core the secret Saudi Nuclear Deal Flynn was working on (which is the subject of the recent Oversight Committee report for some reason no one's talking about) is a *joint US-Russian venture that required the ending of sanctions*. Process that a moment.,280,48,1,24,16,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""DT#JJ#NNP#NNP#NNP#NNP"": 1, ""NP#PRN"": 2, ""DT#JJ#NNP#NNP#NN"": 1, ""NP#SBAR"": 2, ""DT#JJ#JJ#JJ#NN"": 1, ""NP#X"": 1, ""DT"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBG#PRT"": 1, ""VBD#VP"": 1, ""VBG#IN"": 1, ""VBZ#VP"": 1, ""VBZ#NP"": 2, ""VBD#NP"": 1, ""VB#S"": 1}, ""S"": {""PP#NP#VP"": 1, ""NP#NP"": 1, ""VP#."": 1}, ""SBAR"": {""IN#S"": 1, ""S"": 1, ""WHNP#S"": 2}, ""ADJP"": {""RB#RB#SBAR"": 1}, ""PRN"": {"":#ADJP"": 1, ""-LRB-#SBAR#-RRB-"": 1}, ""WHNP"": {""WDT"": 2}, ""X"": {""SYM"": 1}}",0.047,0.953,0.0,"{"","": 7, ""V"": 8, ""R"": 1, ""O"": 2, ""P"": 8, ""D"": 9, ""N"": 12, ""A"": 2, ""^"": 5}","['{"","": 7, ""V"": 8, ""R"": 1, ""O"": 2, ""P"": 8, ""D"": 9, ""N"": 12, ""A"": 2, ""^"": 5}']"
"3/ After he drops out of the race, Ben Carson immediately goes to Trump and has a little-reported meeting with him in which he recommends something illegal that involves Flynn and is one of the major shocks in Proof of Conspiracy. So a clear Carson-Trump-Flynn nexus does exist.",278,48,1,26,16,1,0,0,0,0,,"{""NP"": {""CD"": 2, ""DT#JJ#NN"": 1, ""DT#JJ#NNS"": 1, ""NP#PP#SBAR"": 1, ""DT#JJ#JJ#NN"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBZ#PRT#PP"": 1, ""ADVP#VBZ#PP"": 1, ""VBZ#NP"": 3, ""VP#CC#VP"": 2, ""VBZ#S"": 1, ""VB"": 1, ""VBZ#VP"": 1}, ""S"": {""NP#ADJP#SBAR"": 1, ""SBAR#,#NP#VP"": 1, ""IN#NP#VP#."": 1}, ""SBAR"": {""IN#S"": 1, ""WHNP#S"": 1, ""WHPP#S"": 1}, ""WHNP"": {""WDT"": 2}, ""WHPP"": {""IN#WHNP"": 1}, ""ADJP"": {""JJ"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.172,0.734,0.094,"{""$"": 2, ""P"": 11, ""O"": 3, ""V"": 8, ""D"": 5, ""N"": 6, "","": 3, ""^"": 6, ""R"": 1, ""&"": 2, ""A"": 4}","['{""$"": 2, ""P"": 11, ""O"": 3, ""V"": 8, ""D"": 5, ""N"": 6, "","": 3, ""^"": 6, ""R"": 1, ""&"": 2, ""A"": 4}']"
"2/ In December 2015, Flynn says that he was advising multiple candidates. But the history shows Trump was the most intrested in his advice, with the only other candidate we know of expressing much interest being another political neophyte, future Trump cabinet member Ben Carson.",279,45,1,21,16,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""NNP#CD"": 1, ""JJ#NNS"": 1, ""DT#JJS#NN"": 1, ""DT#RB#JJ#NN"": 1, ""JJ#NN"": 1, ""DT#JJ#JJ#,#JJ#NNP#NN#NN"": 1, ""NP#NP"": 1, ""NP#SBAR"": 1}, ""PP"": {""IN#S"": 1}, ""VP"": {""VBG#NP"": 2, ""VBD#VP"": 1, ""VBZ#SBAR"": 2, ""VBG#NP#S"": 1, ""VBP#PP"": 1, ""VBD#NP#,#PP"": 1}, ""S"": {""PP#,#NP#VP"": 1, ""CC#NP#VP#."": 1}, ""SBAR"": {""IN#S"": 1, ""S"": 2}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.917,0.083,"{""$"": 2, ""P"": 5, ""^"": 6, "","": 5, ""V"": 9, ""O"": 2, ""A"": 6, ""N"": 8, ""&"": 1, ""D"": 5, ""R"": 1}","['{""$"": 2, ""P"": 5, ""^"": 6, "","": 5, ""V"": 9, ""O"": 2, ""A"": 6, ""N"": 8, ""&"": 1, ""D"": 5, ""R"": 1}']"
"1/ Here's the part folks are missing (described in more detail in Proof of Conspiracy): days before he sat with Putin, Flynn and his son secretly talked U.S. policy with Kislyak at Kislyak's house. So if there *was* a full face-to-face, Flynn surely was talking policy with Putin.",280,48,1,24,16,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""RB"": 1, ""NP#SBAR"": 1, ""JJR#NN"": 1, ""NP#PRN"": 1, ""NNP#,#NNP"": 1, ""NNP#NN"": 1, ""NNP#POS"": 1, ""NP#NN"": 1, ""EX"": 1, ""DT#JJ#JJ"": 1}, ""ADJP"": {""VBG"": 1}, ""VP"": {""VBP#ADJP"": 1, ""VBN#PP"": 1, ""VBD#PP"": 1, ""VBD#NP#PP#PP"": 1, ""VBZ#NP#:#SBAR"": 1, ""VBG#NP"": 1, ""VBD#VP"": 2, ""VBG#NP#PP"": 1}, ""S"": {""NP#ADVP#VP"": 2, ""S#CC#S"": 1, ""IN#SBAR#,#NP#ADVP#VP#."": 1}, ""SBAR"": {""S"": 1, ""NP#IN#S"": 1, ""IN#S"": 1}, ""PRN"": {""-LRB-#VP#-RRB-"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.044,0.898,0.058,"{""$"": 1, ""L"": 1, ""D"": 3, ""N"": 9, ""V"": 8, "","": 8, ""P"": 10, ""A"": 3, ""^"": 7, ""O"": 1, ""&"": 1, ""R"": 3, ""Z"": 1}","['{""$"": 1, ""L"": 1, ""D"": 3, ""N"": 9, ""V"": 8, "","": 8, ""P"": 10, ""A"": 3, ""^"": 7, ""O"": 1, ""&"": 1, ""R"": 3, ""Z"": 1}']"
"I've been struggling with how to tweet about this. If Flynn is referring to a full meeting, it's an earth-shattering revelation: Trump's top NatSec adviser had a full 2015 face-to-face with Putin. If Flynn is just fluffing up sitting next to Putin at dinner, we already knew that.",280,48,1,27,16,1,0,0,1,0,,"{""NP"": {""DT"": 2, ""DT#JJ#NN"": 2, ""NNP#POS"": 1, ""NP#JJ#JJ#NN"": 1, ""DT#JJ#CD#NNS"": 1}, ""WHADVP"": {""WRB"": 1}, ""PP"": {""IN#SBAR"": 1}, ""VP"": {""VB#PP"": 1, ""VBG#PP"": 2, ""VBN#VP"": 1, ""VBP#VP"": 1, ""VBZ#VP"": 1, ""VBZ#NP"": 1, ""VBD#NP"": 2, ""VBG#ADVP#PP"": 1, ""VBG#PRT#S"": 1, ""VBZ#ADVP#VP"": 1}, ""S"": {""SBAR#,#NP#VP"": 1, ""S#:#S#."": 1, ""SBAR#,#NP#ADVP#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1, ""IN#S"": 2}, ""ADVP"": {""JJ#PP"": 1}, ""PRT"": {""RP"": 1}}",0.058,0.905,0.037,"{""L"": 2, ""V"": 10, ""P"": 9, ""R"": 3, ""O"": 3, "","": 6, ""^"": 5, ""D"": 3, ""A"": 5, ""N"": 5, ""Z"": 1, ""$"": 1, ""T"": 1}","['{""L"": 2, ""V"": 10, ""P"": 9, ""R"": 3, ""O"": 3, "","": 6, ""^"": 5, ""D"": 3, ""A"": 5, ""N"": 5, ""Z"": 1, ""$"": 1, ""T"": 1}']"
"If so (I couldn't find anything on it online), I regret pointing out his variable accent. I honestly did not know about the stuttering.",135,24,1,14,3,1,0,0,1,0,,"{""PP"": {""IN#ADVP"": 1, ""NN"": 1}, ""NP"": {""PRP$#JJ#NN"": 1}, ""VP"": {""VB#NP#PP"": 1, ""MD#RB#VP"": 1, ""VBG#PRT#NP"": 1, ""VBP#S"": 1, ""VB#PP"": 1, ""VBD#RB#VP"": 1}, ""S"": {""PP#PRN#,#NP#VP#."": 1, ""NP#ADVP#VP#."": 1}, ""PRN"": {""-LRB-#S#-RRB-"": 1}, ""PRT"": {""RP"": 1}}",0.188,0.701,0.111,"{""P"": 4, ""R"": 3, "","": 5, ""O"": 4, ""V"": 6, ""N"": 3, ""A"": 2, ""D"": 2}","['{""P"": 4, ""R"": 3, "","": 5, ""O"": 4, ""V"": 6, ""N"": 3, ""A"": 2, ""D"": 2}']"
I... would too.,15,3,1,2,3,1,0,0,1,0,,"{""ADJP"": {""FW#."": 1}, ""FRAG"": {""ADJP#."": 1}, ""ROOT"": {""FRAG"": 1}, ""VP"": {""MD#ADVP"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""O"": 1, "","": 2, ""V"": 1, ""R"": 1}","['{""O"": 1, "","": 2, ""V"": 1, ""R"": 1}']"
BREAKING: Impeachment Advocates Just Two Votes Away From a Majority of the House Democratic Caucus Supporting An Impeachment Inquiry,132,19,1,8,2,1,0,0,1,0,,"{""NP"": {""JJ#NNS"": 1, ""NP#:#NP"": 1, ""RB#CD#NNS"": 1, ""DT#NNP"": 1, ""DT#NNP#NNP#NNP"": 1, ""DT#NNP#NNP"": 1, ""NP#VP"": 1}, ""ADVP"": {""NP#RB"": 1}, ""VP"": {""VBG#NP"": 1}, ""PP"": {""ADVP#IN#NP"": 1}, ""FRAG"": {""NP#PP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.854,0.146,"{""N"": 9, "","": 1, ""R"": 2, ""$"": 1, ""P"": 2, ""D"": 3, ""A"": 1, ""V"": 1}","['{""N"": 9, "","": 1, ""R"": 2, ""$"": 1, ""P"": 2, ""D"": 3, ""A"": 1, ""V"": 1}']"
I'm not great with accents but does Bullock's keep changing or what,67,12,1,8,2,1,0,0,0,0,,"{""NP"": {""NNP#POS"": 1, ""VBG"": 1, ""WP"": 1, ""NP#CC#NP"": 1}, ""ADJP"": {""JJ#PP"": 1}, ""VP"": {""VBP#RB#ADJP"": 1, ""VBZ#S"": 1, ""VP#CC#VP"": 1}}",0.163,0.837,0.0,"{""L"": 1, ""R"": 1, ""A"": 1, ""P"": 1, ""N"": 1, ""&"": 2, ""V"": 3, ""Z"": 1, ""O"": 1}","['{""L"": 1, ""R"": 1, ""A"": 1, ""P"": 1, ""N"": 1, ""&"": 2, ""V"": 3, ""Z"": 1, ""O"": 1}']"
This feed's readers are making their voices heard (see my pinned tweet):,72,12,1,4,2,1,1,0,0,0,,"{""NP"": {""DT#NN#POS"": 1, ""NP#NNS"": 1, ""PRP$#NNS"": 1, ""PRP$#JJ#NN"": 1, ""NP#VP"": 1}, ""VP"": {""VBN#PRN"": 1, ""VBG#NP"": 1, ""VBP#VP"": 1}, ""S"": {""NP#VP#:"": 1}, ""PRN"": {""-LRB-#S#-RRB-"": 1}}",0.0,1.0,0.0,"{""D"": 3, ""S"": 1, ""N"": 3, ""V"": 4, "","": 2, ""A"": 1}","['{""D"": 3, ""S"": 1, ""N"": 3, ""V"": 4, "","": 2, ""A"": 1}']"
"I've never seen a Democrat slap far-right ""Christian"" politicians in the face with a Bible better than Pete. (That's a compliment.)",131,21,1,11,2,1,0,0,0,0,,"{""NP"": {""DT#NNP#NN"": 1, ""JJ#``#JJ#NNS"": 1, ""DT#NNP"": 1, ""DT"": 1}, ""ADJP"": {""NP#JJR"": 1, ""ADJP#PP"": 1}, ""S"": {""NP#ADJP"": 1, ""-LRB-#NP#VP#.#-RRB-"": 1}, ""VP"": {""VBN#S"": 1, ""VBP#ADVP#VP"": 1, ""VBZ#NP"": 1}}",0.071,0.786,0.143,"{""L"": 2, ""R"": 1, ""V"": 1, ""D"": 4, ""N"": 5, ""A"": 2, "","": 6, ""^"": 3, ""P"": 3}","['{""L"": 2, ""R"": 1, ""V"": 1, ""D"": 4, ""N"": 5, ""A"": 2, "","": 6, ""^"": 3, ""P"": 3}']"
Because Dems were demanding to hear... more Bullock and Delaney?,64,10,1,5,1,1,1,0,0,0,,"{""NP"": {""JJR"": 1, ""NP#CC#NP"": 1}, ""VP"": {""VB#:#NP"": 1, ""VBG#S"": 1, ""VBD#VP"": 1}, ""S"": {""PP#VP#NP#."": 1}}",0.174,0.826,0.0,"{""P"": 2, ""^"": 3, ""V"": 3, "","": 2, ""A"": 1, ""&"": 1}","['{""P"": 2, ""^"": 3, ""V"": 3, "","": 2, ""A"": 1, ""&"": 1}']"
"WTF with the Bullock and Delaney speaking times. I think CNN decided this debate was two progressives (Warren, Sanders) versus two moderates (Delaney, Bullock).",160,24,1,10,1,1,1,0,0,0,,"{""NP"": {""DT#NNP#CC#NNP#NN#NNS"": 1, ""NP#PP#."": 1, ""CD#NNS"": 2, ""NP#PRN"": 2}, ""ROOT"": {""NP"": 1}, ""PRN"": {""-LRB-#NP#,#NP#-RRB-"": 2}, ""VP"": {""VBD#NP"": 1, ""VBD#SBAR"": 1, ""VBP#SBAR"": 1}, ""SBAR"": {""S"": 2}}",0.171,0.829,0.0,"{""!"": 1, ""P"": 1, ""D"": 2, ""^"": 7, ""&"": 2, ""V"": 4, ""N"": 4, "","": 8, ""O"": 1, ""$"": 2}","['{""!"": 1, ""P"": 1, ""D"": 2, ""^"": 7, ""&"": 2, ""V"": 4, ""N"": 4, "","": 8, ""O"": 1, ""$"": 2}']"
I suspect that the chief takeaway many will have after this debate is that the Democratic primary needs 94% less Delaney.,121,21,1,12,1,1,0,0,0,0,,"{""NP"": {""NP#ADJP"": 1, ""DT#JJ#NN"": 1, ""CD#NN"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""PP"": {""CC#NP"": 1}, ""VP"": {""VBZ#NP"": 1, ""VBZ#SBAR"": 1, ""VB#SBAR"": 1, ""MD#VP"": 1, ""VBP#SBAR"": 1}, ""SBAR"": {""IN#S"": 3}}",0.104,0.896,0.0,"{""O"": 2, ""V"": 5, ""P"": 2, ""D"": 3, ""N"": 4, ""A"": 3, ""$"": 1, ""^"": 1, "","": 1}","['{""O"": 2, ""V"": 5, ""P"": 2, ""D"": 3, ""N"": 4, ""A"": 3, ""$"": 1, ""^"": 1, "","": 1}']"
"As of 9:20PM EST, it looks like... uh... several other candidates were invited to attend a debate between Warren and Sanders:",125,21,1,8,1,1,1,0,0,0,,"{""NP"": {""IN#CD#NNP#NNP"": 1, ""JJ#JJ#NNS"": 1, ""NNP#CC#NNP"": 1}, ""VP"": {""VB#:#ADVP"": 1, ""VBN#S"": 1, ""VBD#VP"": 1, ""VBZ#S"": 1}, ""S"": {""S#:#S"": 1, ""PP#,#NP#VP#:"": 1}}",0.0,1.0,0.0,"{""P"": 5, ""$"": 1, ""N"": 4, "","": 4, ""O"": 1, ""V"": 4, ""!"": 1, ""A"": 2, ""D"": 1, ""^"": 2, ""&"": 1}","['{""P"": 5, ""$"": 1, ""N"": 4, "","": 4, ""O"": 1, ""V"": 4, ""!"": 1, ""A"": 2, ""D"": 1, ""^"": 2, ""&"": 1}']"
Uh... I think Warren just knocked Delaney out of the race.,58,11,1,5,1,1,0,0,0,0,,"{""PRT"": {""RP"": 1}, ""VP"": {""VBD#NP#PRT#PP"": 1, ""VBP#SBAR"": 1}, ""S"": {""NP#ADVP#VP"": 1}, ""SBAR"": {""S"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""!"": 1, "","": 2, ""O"": 1, ""V"": 2, ""^"": 2, ""R"": 1, ""P"": 2, ""D"": 1, ""N"": 1}","['{""!"": 1, "","": 2, ""O"": 1, ""V"": 2, ""^"": 2, ""R"": 1, ""P"": 2, ""D"": 1, ""N"": 1}']"
As of 9:15PM EST:,17,4,1,3,1,1,1,0,0,0,,"{""PP"": {""IN#PP"": 1}, ""FRAG"": {""PP#NP#:"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""P"": 2, ""$"": 1, ""N"": 2, "","": 1}","['{""P"": 2, ""$"": 1, ""N"": 2, "","": 1}']"
"(I'm sure Ryan and Delaney are good guys. But if you're on this stage spreading GOP talking points that are lies, you're hurting the party and need to stop.)",157,29,1,17,1,1,0,0,0,0,,"{""NP"": {""NNP#CC#NNP"": 1, ""JJ#NNS"": 1, ""NP#SBAR"": 1, ""NP#VP"": 2}, ""VP"": {""VBP#NP"": 1, ""VBP#ADJP"": 1, ""VBZ"": 1, ""VBP#VP"": 2, ""VBG#NP"": 3, ""VBP#PP"": 1, ""VB"": 1, ""VBP#S"": 1, ""VP#CC#VP"": 1}, ""S"": {""-LRB-#NP#VP#."": 1, ""CC#SBAR#,#NP#VP#.#-RRB-"": 1}, ""SBAR"": {""S"": 1, ""WHNP#S"": 1, ""IN#S"": 1}, ""ADJP"": {""JJ#SBAR"": 1}, ""WHNP"": {""WDT"": 1}}",0.189,0.625,0.186,"{"","": 5, ""L"": 3, ""A"": 2, ""^"": 2, ""&"": 3, ""V"": 6, ""N"": 7, ""P"": 4, ""D"": 2}","['{"","": 5, ""L"": 3, ""A"": 2, ""^"": 2, ""&"": 3, ""V"": 6, ""N"": 7, ""P"": 4, ""D"": 2}']"
"FACT: Anyone on this stage uttering the false GOP talking point that Democrats want to ""take healthcare away from"" hard-working Americans needs to leave the stage immediately.",175,27,1,10,1,1,0,0,0,0,,"{""NP"": {""DT#JJ#NNP#NN#NN"": 1, ""NNPS"": 1, ""JJ#NNS"": 1, ""NP#SBAR"": 1, ""NP#VP"": 1, ""NP#:#NP#."": 1}, ""VP"": {""VB#NP#ADVP"": 1, ""VBZ#S"": 1, ""VB#NP#PP"": 1, ""TO#``#VP"": 1, ""VBP#S"": 1, ""VBG#NP#SBAR"": 1}, ""SBAR"": {""S"": 1, ""IN#S"": 1}, ""PP"": {""ADVP#IN#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.044,0.909,0.047,"{""N"": 9, "","": 4, ""P"": 5, ""D"": 3, ""V"": 6, ""A"": 2, ""R"": 2}","['{""N"": 9, "","": 4, ""P"": 5, ""D"": 3, ""V"": 6, ""A"": 2, ""R"": 2}']"
PS2/ I think Klobuchar heard me.,32,6,1,3,1,1,0,0,0,0,,"{""VP"": {""VBD#NP"": 1, ""VBP#SBAR"": 1}, ""SBAR"": {""S"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""N"": 1, ""O"": 2, ""V"": 2, ""^"": 1, "","": 1}","['{""N"": 1, ""O"": 2, ""V"": 2, ""^"": 1, "","": 1}']"
"PS/ Pete always kills it in debates, no surprise there. This is a strength of his.",82,16,1,10,0,1,0,0,0,0,,"{""NP"": {""NP#,#ADVP"": 1, ""DT"": 1, ""PRP$"": 1}, ""ADVP"": {""NP#RB"": 1}, ""VP"": {""VBZ#NP#PP"": 1, ""VBZ#NP"": 1}, ""S"": {""NP#ADVP#VP"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.259,0.5,0.241,"{""!"": 1, ""^"": 1, ""R"": 2, ""V"": 2, ""O"": 2, ""P"": 2, ""N"": 3, "","": 3, ""D"": 3}","['{""!"": 1, ""^"": 1, ""R"": 2, ""V"": 2, ""O"": 2, ""P"": 2, ""N"": 3, "","": 3, ""D"": 3}']"
"What the candidates brought tonight (2/2): Klobuchar: decaf Ryan: a good facsimile of the fallacious but earnest views of blue-collar Dems Williamson: a VHS of ""The Neverending Story"" she wants the other candidates to watch with her *sober* Just saying what they got *tonight*.",277,44,1,22,0,1,0,0,0,0,,"{""WHNP"": {""WP"": 2}, ""NP"": {""DT#NNS"": 1, ""RB"": 2, ""CD"": 1, ""NP#:#NP"": 1, ""DT#JJ#NN"": 1, ""DT#ADJP#NNS"": 1, ""JJ#NNP#NNP"": 1, ""DT#NNP"": 1, ""DT#NNP#NNP"": 1, ""NP#:#NP#:#NP"": 1, ""NP#PRN#:#NP"": 1, ""DT#JJ#NNS"": 1, ""NP#VP"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}, ""ADJP"": {""JJ"": 1, ""NN"": 1, ""ADJP#CC#ADJP"": 1}, ""PP"": {""IN#``#NP"": 1}, ""VP"": {""VBD#NP"": 1, ""VBG#NP#X"": 1, ""VBD#S"": 1, ""VBG#SBAR"": 1, ""VBN#X"": 1, ""VB#PP"": 1, ""VBZ#S"": 1}, ""S"": {""ADVP#VP"": 1, ""SBAR#NP#VP#."": 1}, ""SBAR"": {""WHNP#S"": 2}, ""X"": {""SYM"": 2, ""X#S"": 1}}",0.0,0.862,0.138,"{""O"": 5, ""D"": 6, ""N"": 8, ""V"": 5, ""R"": 3, "","": 12, ""$"": 1, ""^"": 4, ""A"": 6, ""P"": 5, ""&"": 1}","['{""O"": 5, ""D"": 6, ""N"": 8, ""V"": 5, ""R"": 3, "","": 12, ""$"": 1, ""^"": 4, ""A"": 6, ""P"": 5, ""&"": 1}']"
"What the candidates brought tonight: Delaney: GOP talking points Sanders: a reasonably badass ""Hulk Smash"" vibe Hickenlooper: ? O'Rourke: another solid performance media will attack Warren: genius, compassion Bullock: the tone of a half-drunk guy gently arguing with you in a bar",279,42,1,17,0,1,0,0,0,0,,"{""WHNP"": {""WP"": 1}, ""NP"": {""DT#NNS"": 1, ""DT#ADJP#``#NP#NN"": 1, ""NP#NP"": 1, ""NP#:#NP#:"": 1, ""DT#JJ#NN#NNS"": 1, ""NP#,#NP"": 1, ""DT#JJ#NN"": 1, ""NP#PP#VP#PP"": 1, ""NP#:#NP"": 2}, ""VP"": {""VBD#NP"": 1, ""VBG#S"": 1, ""VBD#:#S"": 1, ""ADVP#VBG#PP"": 1, ""MD#VP"": 1}, ""S"": {""NP#NP"": 1}, ""SBAR"": {""WHNP#S"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""FRAG"": {""SBAR#:#VP#."": 1, ""NP#:#S"": 1}, ""ROOT"": {""FRAG"": 2}}",0.127,0.665,0.208,"{""O"": 2, ""D"": 6, ""N"": 13, ""V"": 4, "","": 10, ""^"": 7, ""R"": 2, ""A"": 3, ""G"": 1, ""P"": 3}","['{""O"": 2, ""D"": 6, ""N"": 13, ""V"": 4, "","": 10, ""^"": 7, ""R"": 2, ""A"": 3, ""G"": 1, ""P"": 3}']"
A (guessed by 3 people of around 75):,37,8,1,5,22,1,0,0,1,0,,"{""NP"": {""CD#NNS"": 1, ""QP"": 1, ""NP#PRN#:"": 1}, ""QP"": {""RB#CD"": 1}, ""ADJP"": {""JJ#PP"": 1}, ""PRN"": {""-LRB-#ADJP#-RRB-"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""D"": 1, "","": 2, ""V"": 1, ""P"": 3, ""$"": 2, ""N"": 1}","['{""D"": 1, "","": 2, ""V"": 1, ""P"": 3, ""$"": 2, ""N"": 1}']"
Ruben LOL,9,2,1,1,22,1,0,1,0,0,,"{""ROOT"": {""NP"": 1}}",0.0,0.221,0.779,"{""^"": 1, ""!"": 1}","['{""^"": 1, ""!"": 1}']"
S. De ,6,2,1,2,22,1,0,1,0,0,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 2, "","": 1}","['{""^"": 2, "","": 1}']"
Betty Bodkin ,13,2,1,0,22,1,0,1,0,0,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 2}","['{""N"": 2}']"
Tran Nguyen Templeton It did indeed,35,6,1,3,22,1,0,1,0,0,,"{""NP"": {""NNP#NNP#NNP"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBD#ADVP"": 1}, ""SBAR"": {""S"": 1}, ""FRAG"": {""NP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""O"": 1, ""V"": 1, ""R"": 1}","['{""^"": 3, ""O"": 1, ""V"": 1, ""R"": 1}']"
(I'll add that the two characters are in bed together when this is said.),73,14,1,10,22,1,0,0,0,0,,"{""NP"": {""DT#CD#NNS"": 1, ""DT"": 1}, ""VP"": {""VBP#PP#ADVP"": 1, ""VBN"": 1, ""VBZ#VP"": 1, ""VB#SBAR#SBAR"": 1, ""MD#VP"": 1}, ""S"": {""-LRB-#NP#VP#.#-RRB-"": 1}, ""SBAR"": {""IN#S"": 1, ""WHADVP#S"": 1}, ""WHADVP"": {""WRB"": 1}}",0.0,1.0,0.0,"{"","": 3, ""L"": 1, ""V"": 4, ""P"": 2, ""D"": 1, ""$"": 1, ""N"": 2, ""R"": 2, ""O"": 1}","['{"","": 3, ""L"": 1, ""V"": 4, ""P"": 2, ""D"": 1, ""$"": 1, ""N"": 2, ""R"": 2, ""O"": 1}']"
